timestamp,container_type,container_id
1686854121.3460152,cup,8288f584-dd6f-490c-8137-2b85f49ff488
1686854214.4017339,cup,8288f584-dd6f-490c-8137-2b85f49ff488
1686854236.1518955,cup,8288f584-dd6f-490c-8137-2b85f49ff488
